,displayUrl,location,moment,date,hour,minute,lat,lng,date_nasa,temp_2m,wind_10m,precipitation,distance,distance_cum,location_previous,carbon_footprint,lat_previous,lng_previous,captions_1,captions_2
10,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F100.jpeg?alt=media&token=06f11b56-95e4-4f7f-82e7-e26fa613b828,"Toronto, Canada",100,2017-02-03 00:00:00+00:00,15,8,43.651893,-79.381713,20170203,-6.41,8.6,1.49,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,the cat on a house,a refrigerator with a sidewalk sniffing a sidewalk of a curb licking him off
11,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F101.jpeg?alt=media&token=d96e4bff-6b46-4637-8cda-33926b171e50,"Toronto, Canada",101,2017-02-04 00:00:00+00:00,11,37,43.651893,-79.381713,20170204,-4.92,8.37,1.3,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,the cat on a house,a refrigerator with many magnets
12,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F102.jpeg?alt=media&token=4030b315-a3b8-45e9-a58a-6cbeb3c26c44,"Toronto, Canada",102,2017-02-05 00:00:00+00:00,2,29,43.651893,-79.381713,20170205,20.95,1.34,0.0,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,the other grey walking down the side of a house,a refrigerator with a parking meter clock
13,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F104.jpeg?alt=media&token=997118e5-3594-4f89-8141-e37c28e5fd89,"Toronto, Canada",104,2017-02-07 00:00:00+00:00,12,7,43.651893,-79.381713,20170207,0.46,8.44,7.75,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,the a cat on top of the <unk>,a refrigerator containing a fire hydrant
14,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F106.jpeg?alt=media&token=271c51a8-a3f2-426e-9c57-ab9cc130f743,"Toronto, Canada",106,2017-02-09 00:00:00+00:00,13,39,43.651893,-79.381713,20170209,-7.97,6.74,2.24,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,the fence and silver hand on a house on the house,a refrigerator with the front if it
15,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F107.jpeg?alt=media&token=37eea6ba-041e-4fd4-a8e3-2e78a9ea2cc0,"Toronto, Canada",107,2017-02-10 00:00:00+00:00,23,16,43.651893,-79.381713,20170210,-4.83,7.2,2.07,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,the door pf a cat on a house,a refrigerator near a very thin wood near the computer cup with its side by a fire hydrant
16,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F108.jpeg?alt=media&token=5342c7b2-bf99-4f66-b2f9-1ca75790f1a4,"Toronto, Canada",108,2017-02-11 00:00:00+00:00,0,54,43.651893,-79.381713,20170211,0.05,3.55,0.69,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,the cat sitting next to a house,a open water onto a trash sticking out onto the ground
17,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F110.jpeg?alt=media&token=2a77f397-a496-4db9-ac3f-ec8f9b60a4e1,"Toronto, Canada",110,2017-02-13 00:00:00+00:00,6,22,43.651893,-79.381713,20170213,-3.26,7.94,0.72,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,a cat on a partially leg of a house,a toilet with a trash can
18,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F111.jpeg?alt=media&token=8957a217-0fc0-4bc7-b0f7-2f5272ff545f,"Toronto, Canada",111,2017-02-14 00:00:00+00:00,10,23,43.651893,-79.381713,20170214,-0.36,6.11,1.62,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,the from a house on a sidewalk near the plant,a refrigerator with a book
19,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F112.jpeg?alt=media&token=33c97b5c-89cb-4464-ae1f-275e27091c05,"Toronto, Canada",112,2017-02-15 00:00:00+00:00,7,3,43.651893,-79.381713,20170215,-2.13,7.52,2.62,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,a cat on a vehicle,a ball outside of a ball
20,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F114.jpeg?alt=media&token=ed0b3b52-50cd-42e2-8ea7-42bf2eb24c62,"Toronto, Canada",114,2017-02-17 00:00:00+00:00,9,10,43.651893,-79.381713,20170217,-4.05,2.8,0.05,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,a cat on a house,a beat warning looking over a blue folding sidewalk
21,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F115.jpeg?alt=media&token=8e7e69e3-5dfc-40d7-9945-b781780b93af,"Toronto, Canada",115,2017-02-18 00:00:00+00:00,22,19,43.651893,-79.381713,20170218,21.27,1.73,0.0,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,a hand on a house,a large brick near a fire hydrant
22,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F116.jpeg?alt=media&token=8f905355-1854-4326-80eb-645defcb2154,"Toronto, Canada",116,2017-02-19 00:00:00+00:00,3,27,43.651893,-79.381713,20170219,3.31,5.4,0.74,0,0,"Toronto, Canada",0.0,43.651893,-79.381713,the walking on a house on the ground looking out of a house,a refrigerator in front of a small car's light shining on the ground
23,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F120.jpeg?alt=media&token=d1a614b1-5e92-4a2d-a35b-b37502cb213e,"Los Angeles, United States",120,2017-02-23 00:00:00+00:00,14,45,34.052238,-118.243344,20170223,5.0,4.9,0.07,3494,3494,"Toronto, Canada",400.321556,43.651893,-79.381713,a cat and cat,a beat warning running reading <unk> something
24,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F121.jpeg?alt=media&token=6fb096ef-1c58-4c5e-87e6-09279b726a1e,"Los Angeles, United States",121,2017-02-24 00:00:00+00:00,19,51,34.052238,-118.243344,20170224,23.74,2.11,0.01,0,3494,"Los Angeles, United States",400.321556,34.052238,-118.243344,a cat on a house by itself on a house,the tall that does it pointing a building holding its side of a plastic bag of a sidewalk over it
25,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F122.jpeg?alt=media&token=e3f19a55-0cd2-4b9d-a55e-196b15ecc6da,"Los Angeles, United States",122,2017-02-25 00:00:00+00:00,0,40,34.052238,-118.243344,20170225,7.41,2.08,0.02,0,3494,"Los Angeles, United States",400.321556,34.052238,-118.243344,the entrance of the rim of a house on a carpet,a hand that has a tee ball
26,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F123.jpeg?alt=media&token=24855549-2c0a-4b19-b4ff-d59ddf0f5a5a,"Los Angeles, United States",123,2017-02-26 00:00:00+00:00,22,15,34.052238,-118.243344,20170226,7.69,2.4,2.25,0,3494,"Los Angeles, United States",400.321556,34.052238,-118.243344,the door an outside of a house,a tall brick near a fire hydrant
27,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F125.jpeg?alt=media&token=3bf7008a-855f-47ee-812f-993abf91b16a,"Toronto, Canada",125,2017-02-28 00:00:00+00:00,21,56,43.651893,-79.381713,20170228,4.59,4.67,1.55,3494,6988,"Los Angeles, United States",800.643112,34.052238,-118.243344,a cat and white vehicle post the top of a lone cat looking out of a house,a refrigerator containing a parking meter attached to it
28,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F126.jpeg?alt=media&token=0d3691d5-e6e1-468b-81fa-5bbac700ae8f,"Toronto, Canada",126,2017-03-01 00:00:00+00:00,13,46,43.651893,-79.381713,20170301,7.61,9.35,11.2,0,6988,"Toronto, Canada",800.643112,43.651893,-79.381713,a head along a house on the floor,a beat warning running down a closed gate about to <unk> it
29,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F127.jpeg?alt=media&token=c262862a-5c1c-44f3-98c2-fb4881e890d5,"Toronto, Canada",127,2017-03-02 00:00:00+00:00,6,40,43.651893,-79.381713,20170302,-5.23,10.16,0.65,0,6988,"Toronto, Canada",800.643112,43.651893,-79.381713,a left from a black cat down a house,a tower above it
30,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F128.jpeg?alt=media&token=287d9e6d-af27-43df-9fc6-1518b915c2d1,"Toronto, Canada",128,2017-03-03 00:00:00+00:00,9,33,43.651893,-79.381713,20170303,22.51,1.8,0.0,0,6988,"Toronto, Canada",800.643112,43.651893,-79.381713,a cat on a dog,a beat warning the front if it is located in the middle of it
31,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F130.jpeg?alt=media&token=db994c9f-4845-4d76-b122-12197b3482f9,"Toronto, Canada",130,2017-03-05 00:00:00+00:00,17,12,43.651893,-79.381713,20170305,25.24,1.92,0.0,0,6988,"Toronto, Canada",800.643112,43.651893,-79.381713,the cat on the side of the sleeping cat,a refrigerator bends over a trash bag blowing it going
32,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F131.jpeg?alt=media&token=85e2ee1f-ed2a-4c12-9d4f-7b97eb654ca5,"Toronto, Canada",131,2017-03-06 00:00:00+00:00,2,32,43.651893,-79.381713,20170306,26.01,1.6,0.0,0,6988,"Toronto, Canada",800.643112,43.651893,-79.381713,the cat on the floor is white cat on a house,a rock with a cat sniffs the front
33,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F132.jpeg?alt=media&token=5b4a89cf-d839-492c-8bfa-3873a250d392,"Mississauga, Canada",132,2017-03-07 00:00:00+00:00,4,54,43.586162,-79.646215,20170307,6.96,7.69,7.38,22,7010,"Toronto, Canada",803.1637400000001,43.651893,-79.381713,a cat on a side of a house,a t the ground onto a brick wall
34,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F133.jpeg?alt=media&token=20e7516e-32b1-4a3e-9e8e-dac194320b3a,"Toronto, Canada",133,2017-03-08 00:00:00+00:00,1,16,43.651893,-79.381713,20170308,3.21,10.85,0.95,22,7032,"Mississauga, Canada",805.684368,43.586162,-79.646215,a cat on a house,a large stone path
35,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F134.jpeg?alt=media&token=73fea2ec-d6b4-491e-9ea9-9638098411be,"Toronto, Canada",134,2017-03-09 00:00:00+00:00,1,8,43.651893,-79.381713,20170309,-0.52,8.41,0.68,0,7032,"Toronto, Canada",805.684368,43.651893,-79.381713,a house from a house on the edge of a house,the top of a brick wall with tile floor
36,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F135.jpeg?alt=media&token=f5636c20-37df-44a6-b77c-c9a4889d3d99,"Toronto, Canada",135,2017-03-10 00:00:00+00:00,19,57,43.651893,-79.381713,20170310,-5.75,10.18,0.28,0,7032,"Toronto, Canada",805.684368,43.651893,-79.381713,a cat and sitting on a house near a house by the <unk>,a skateboard holding a trash licking it's face
37,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F136.jpeg?alt=media&token=cc203481-08e6-48b4-b91b-cbadf30f9fe5,"Toronto, Canada",136,2017-03-11 00:00:00+00:00,16,41,43.651893,-79.381713,20170311,-9.01,8.59,1.01,0,7032,"Toronto, Canada",805.684368,43.651893,-79.381713,the cat on the edge of a house,a lot of trash
38,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F137.jpeg?alt=media&token=e11fc584-f43b-4fe7-96fe-f47ce7135064,"Toronto, Canada",137,2017-03-12 00:00:00+00:00,20,16,43.651893,-79.381713,20170312,-8.89,5.79,0.54,0,7032,"Toronto, Canada",805.684368,43.651893,-79.381713,a cat on a house on the ground,a refrigerator with the trash sticking out black trash can
39,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F138.jpeg?alt=media&token=5a5419cb-a458-41da-81df-6cc333d35f01,"Toronto, Canada",138,2017-03-13 00:00:00+00:00,20,17,43.651893,-79.381713,20170313,-8.21,4.87,1.83,0,7032,"Toronto, Canada",805.684368,43.651893,-79.381713,a cat on a black and <unk> of a house,a beat warning getting ready to resemble a reflecting it
40,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F139.jpeg?alt=media&token=f6a64c91-3593-4f8c-99dc-9b5664eec20a,"Toronto, Canada",139,2017-03-14 00:00:00+00:00,16,53,43.651893,-79.381713,20170314,-7.46,9.4,2.59,0,7032,"Toronto, Canada",805.684368,43.651893,-79.381713,a cat are on a house,a large brick wall in black and gray fire hydrant onto its the curb
41,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F141.jpeg?alt=media&token=862205ba-2059-4277-91de-f1ea7b11f74c,"Toronto, Canada",141,2017-03-16 00:00:00+00:00,11,33,43.651893,-79.381713,20170316,-3.53,8.53,0.5,0,7032,"Toronto, Canada",805.684368,43.651893,-79.381713,an outside a cat looking out of a house with a hand on a house on a toilet,a lot of trash
42,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F142.jpeg?alt=media&token=ad0ed6f8-faa1-4271-bf4d-32f2fa0707cd,"Toronto, Canada",142,2017-03-17 00:00:00+00:00,12,37,43.651893,-79.381713,20170317,-0.54,3.55,0.26,0,7032,"Toronto, Canada",805.684368,43.651893,-79.381713,a cat on top of a house,a refrigerator with both sides of a cat during the fire spot looking over the top if it
43,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F144.jpeg?alt=media&token=ca30c141-a616-4b0b-8c66-4ca290728d7d,"Mifflin, United States",144,2017-03-19 00:00:00+00:00,21,33,42.870938,-90.351781,20170319,3.73,5.51,0.06,891,7923,"Toronto, Canada",907.769802,43.651893,-79.381713,the cat on the side of a house,a refrigerator both sides of a canal of a a fire hydrant sniffing the sidewalk near a trash bag blowing someone's legs
44,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F145.jpeg?alt=media&token=bd13e700-5e19-44b4-b075-a76ba07281ad,"Fort Erie, Canada",145,2017-03-20 00:00:00+00:00,2,3,42.929756,-78.918901,20170320,2.19,2.11,0.0,930,8853,"Mifflin, United States",1014.3236220000001,42.870938,-90.351781,the cat standing next to a house on a floor,a refrigerator with a fire hydrant a sidewalk having a cafe playing with a curb licking water onto a wet ground
45,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F146.jpeg?alt=media&token=b69e0e8c-fac9-40ea-ad21-827ea11ff0fe,"Toronto, Canada",146,2017-03-21 00:00:00+00:00,10,7,43.651893,-79.381713,20170321,3.08,6.78,0.59,88,8941,"Fort Erie, Canada",1024.406134,42.929756,-78.918901,a house on a house on a house,a refrigerator containing a ledge
46,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F148.jpeg?alt=media&token=6bda48b4-352c-4f12-8d11-805046fa3782,"Toronto, Canada",148,2017-03-23 00:00:00+00:00,17,56,43.651893,-79.381713,20170323,-2.24,3.39,0.2,0,8941,"Toronto, Canada",1024.406134,43.651893,-79.381713,an outside of a skateboarder,a refrigerator is shown sniffing stone tiles on the top of a grey brick wall under water from it onto a trash bag blowing something off the grill larger sniffing a beat shown
47,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F149.jpeg?alt=media&token=2539c9cf-748c-4676-addb-6431e9a92c81,"Boston, United States",149,2017-03-24 00:00:00+00:00,21,51,42.358894,-71.056742,20170324,0.76,3.11,1.5,691,9632,"Toronto, Canada",1103.576768,43.651893,-79.381713,a cat just past a house on the edge of the <unk>,a refrigerator with chains it can with a sidewalk alongside a gray wall under water <unk>
48,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F151.jpeg?alt=media&token=65a02f2a-bd01-499e-817f-f0d3ac811748,"Toronto, Canada",151,2017-03-26 00:00:00+00:00,12,54,43.651893,-79.381713,20170326,3.53,7.14,3.83,691,10323,"Boston, United States",1182.747402,42.358894,-71.056742,the other grey cat on top of a house,a refrigerator with something on the side of a <unk> of a <unk> net to a wood floor
49,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F153.jpeg?alt=media&token=fef62e0a-effa-4262-b8bb-8744541d5d82,"Toronto, Canada",153,2017-03-28 00:00:00+00:00,0,2,43.651893,-79.381713,20170328,5.62,4.27,1.44,0,10323,"Toronto, Canada",1182.747402,43.651893,-79.381713,a cat on a house,a refrigerator hall both sides of a <unk> of a dark curb licking it
50,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F154.jpeg?alt=media&token=4811a3e2-f093-48c0-b5d5-3bcd9e46ab49,"Toronto, Canada",154,2017-03-29 00:00:00+00:00,13,40,43.651893,-79.381713,20170329,3.79,3.55,1.83,0,10323,"Toronto, Canada",1182.747402,43.651893,-79.381713,the walking down on a house,a refrigerator and some shoes
51,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F155.jpeg?alt=media&token=5181540f-aac5-4cdd-a679-c30243194ba8,"Toronto, Canada",155,2017-03-30 00:00:00+00:00,6,30,43.651893,-79.381713,20170330,1.68,7.61,4.02,0,10323,"Toronto, Canada",1182.747402,43.651893,-79.381713,a cat on a house by itself,a toilet
52,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F156.jpeg?alt=media&token=89c1fd5a-f8f7-4e2a-b0ca-437eb95eac94,"Toronto, Canada",156,2017-03-31 00:00:00+00:00,5,8,43.651893,-79.381713,20170331,27.24,1.77,4.26,0,10323,"Toronto, Canada",1182.747402,43.651893,-79.381713,the cat and white cat on the <unk> ground by itself in the distance,a beat the ground near a trash bag blowing someone's <unk>
53,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F157.jpeg?alt=media&token=0b1696cd-8f93-4ba8-aa43-7916b5616669,"Toronto, Canada",157,2017-04-01 00:00:00+00:00,12,27,43.651893,-79.381713,20170401,3.33,4.72,3.08,0,10323,"Toronto, Canada",1182.747402,43.651893,-79.381713,a cat and resting a microwave on the ground on a house,a refrigerator holding a beat shown
