,displayUrl,location,moment,date,hour,minute,lat,lng,date_nasa,temp_2m,wind_10m,precipitation
21,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F115.jpeg?alt=media&token=8e7e69e3-5dfc-40d7-9945-b781780b93af,,115,2017-02-18 00:00:00+00:00,22,19,18.784635,100.777315,20170218,21.27,1.73,0.0
22,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F116.jpeg?alt=media&token=8f905355-1854-4326-80eb-645defcb2154,"Toronto, Canada",116,2017-02-19 00:00:00+00:00,3,27,43.651893,-79.381713,20170219,3.31,5.4,0.74
23,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F120.jpeg?alt=media&token=d1a614b1-5e92-4a2d-a35b-b37502cb213e,"Los Angeles, United States",120,2017-02-23 00:00:00+00:00,14,45,34.052238,-118.243344,20170223,5.0,4.9,0.07
24,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F121.jpeg?alt=media&token=6fb096ef-1c58-4c5e-87e6-09279b726a1e,,121,2017-02-24 00:00:00+00:00,19,51,18.784635,100.777315,20170224,23.74,2.11,0.01
25,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F122.jpeg?alt=media&token=e3f19a55-0cd2-4b9d-a55e-196b15ecc6da,"Los Angeles, United States",122,2017-02-25 00:00:00+00:00,0,40,34.052238,-118.243344,20170225,7.41,2.08,0.02
26,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F123.jpeg?alt=media&token=24855549-2c0a-4b19-b4ff-d59ddf0f5a5a,"Los Angeles, United States",123,2017-02-26 00:00:00+00:00,22,15,34.052238,-118.243344,20170226,7.69,2.4,2.25
27,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F125.jpeg?alt=media&token=3bf7008a-855f-47ee-812f-993abf91b16a,"Toronto, Canada",125,2017-02-28 00:00:00+00:00,21,56,43.651893,-79.381713,20170228,4.59,4.67,1.55
28,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F126.jpeg?alt=media&token=0d3691d5-e6e1-468b-81fa-5bbac700ae8f,"Toronto, Canada",126,2017-03-01 00:00:00+00:00,13,46,43.651893,-79.381713,20170301,7.61,9.35,11.2
29,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F127.jpeg?alt=media&token=c262862a-5c1c-44f3-98c2-fb4881e890d5,"Toronto, Canada",127,2017-03-02 00:00:00+00:00,6,40,43.651893,-79.381713,20170302,-5.23,10.16,0.65
30,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F128.jpeg?alt=media&token=287d9e6d-af27-43df-9fc6-1518b915c2d1,,128,2017-03-03 00:00:00+00:00,9,33,18.784635,100.777315,20170303,22.51,1.8,0.0
31,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F130.jpeg?alt=media&token=db994c9f-4845-4d76-b122-12197b3482f9,,130,2017-03-05 00:00:00+00:00,17,12,18.784635,100.777315,20170305,25.24,1.92,0.0
32,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F131.jpeg?alt=media&token=85e2ee1f-ed2a-4c12-9d4f-7b97eb654ca5,,131,2017-03-06 00:00:00+00:00,2,32,18.784635,100.777315,20170306,26.01,1.6,0.0
33,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F132.jpeg?alt=media&token=5b4a89cf-d839-492c-8bfa-3873a250d392,"Mississauga, Canada",132,2017-03-07 00:00:00+00:00,4,54,43.586162,-79.646215,20170307,6.96,7.69,7.38
34,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F133.jpeg?alt=media&token=20e7516e-32b1-4a3e-9e8e-dac194320b3a,"Toronto, Canada",133,2017-03-08 00:00:00+00:00,1,16,43.651893,-79.381713,20170308,3.21,10.85,0.95
35,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F134.jpeg?alt=media&token=73fea2ec-d6b4-491e-9ea9-9638098411be,"Toronto, Canada",134,2017-03-09 00:00:00+00:00,1,8,43.651893,-79.381713,20170309,-0.52,8.41,0.68
36,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F135.jpeg?alt=media&token=f5636c20-37df-44a6-b77c-c9a4889d3d99,"Toronto, Canada",135,2017-03-10 00:00:00+00:00,19,57,43.651893,-79.381713,20170310,-5.75,10.18,0.28
37,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F136.jpeg?alt=media&token=cc203481-08e6-48b4-b91b-cbadf30f9fe5,"Toronto, Canada",136,2017-03-11 00:00:00+00:00,16,41,43.651893,-79.381713,20170311,-9.01,8.59,1.01
38,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F137.jpeg?alt=media&token=e11fc584-f43b-4fe7-96fe-f47ce7135064,"Toronto, Canada",137,2017-03-12 00:00:00+00:00,20,16,43.651893,-79.381713,20170312,-8.89,5.79,0.54
39,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F138.jpeg?alt=media&token=5a5419cb-a458-41da-81df-6cc333d35f01,"Toronto, Canada",138,2017-03-13 00:00:00+00:00,20,17,43.651893,-79.381713,20170313,-8.21,4.87,1.83
40,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F139.jpeg?alt=media&token=f6a64c91-3593-4f8c-99dc-9b5664eec20a,"Toronto, Canada",139,2017-03-14 00:00:00+00:00,16,53,43.651893,-79.381713,20170314,-7.46,9.4,2.59
41,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F141.jpeg?alt=media&token=862205ba-2059-4277-91de-f1ea7b11f74c,"Toronto, Canada",141,2017-03-16 00:00:00+00:00,11,33,43.651893,-79.381713,20170316,-3.53,8.53,0.5
42,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F142.jpeg?alt=media&token=ad0ed6f8-faa1-4271-bf4d-32f2fa0707cd,"Toronto, Canada",142,2017-03-17 00:00:00+00:00,12,37,43.651893,-79.381713,20170317,-0.54,3.55,0.26
43,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F144.jpeg?alt=media&token=ca30c141-a616-4b0b-8c66-4ca290728d7d,"Mifflin, United States",144,2017-03-19 00:00:00+00:00,21,33,42.870938,-90.351781,20170319,3.73,5.51,0.06
44,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F145.jpeg?alt=media&token=bd13e700-5e19-44b4-b075-a76ba07281ad,"Fort Erie, Canada",145,2017-03-20 00:00:00+00:00,2,3,42.929756,-78.918901,20170320,2.19,2.11,0.0
45,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F146.jpeg?alt=media&token=b69e0e8c-fac9-40ea-ad21-827ea11ff0fe,"Toronto, Canada",146,2017-03-21 00:00:00+00:00,10,7,43.651893,-79.381713,20170321,3.08,6.78,0.59
46,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F148.jpeg?alt=media&token=6bda48b4-352c-4f12-8d11-805046fa3782,"Toronto, Canada",148,2017-03-23 00:00:00+00:00,17,56,43.651893,-79.381713,20170323,-2.24,3.39,0.2
47,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F149.jpeg?alt=media&token=2539c9cf-748c-4676-addb-6431e9a92c81,"Boston, United States",149,2017-03-24 00:00:00+00:00,21,51,42.358894,-71.056742,20170324,0.76,3.11,1.5
48,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F151.jpeg?alt=media&token=65a02f2a-bd01-499e-817f-f0d3ac811748,"Toronto, Canada",151,2017-03-26 00:00:00+00:00,12,54,43.651893,-79.381713,20170326,3.53,7.14,3.83
49,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F153.jpeg?alt=media&token=fef62e0a-effa-4262-b8bb-8744541d5d82,"Toronto, Canada",153,2017-03-28 00:00:00+00:00,0,2,43.651893,-79.381713,20170328,5.62,4.27,1.44
50,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F154.jpeg?alt=media&token=4811a3e2-f093-48c0-b5d5-3bcd9e46ab49,"Toronto, Canada",154,2017-03-29 00:00:00+00:00,13,40,43.651893,-79.381713,20170329,3.79,3.55,1.83
51,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F155.jpeg?alt=media&token=5181540f-aac5-4cdd-a679-c30243194ba8,"Toronto, Canada",155,2017-03-30 00:00:00+00:00,6,30,43.651893,-79.381713,20170330,1.68,7.61,4.02
52,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F156.jpeg?alt=media&token=89c1fd5a-f8f7-4e2a-b0ca-437eb95eac94,,156,2017-03-31 00:00:00+00:00,5,8,18.784635,100.777315,20170331,27.24,1.77,4.26
53,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F157.jpeg?alt=media&token=0b1696cd-8f93-4ba8-aa43-7916b5616669,"Toronto, Canada",157,2017-04-01 00:00:00+00:00,12,27,43.651893,-79.381713,20170401,3.33,4.72,3.08
54,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F159.jpeg?alt=media&token=7d481b9e-28fc-4d4a-b9f6-d27094367963,"Toronto, Canada",159,2017-04-03 00:00:00+00:00,14,59,43.651893,-79.381713,20170403,6.99,5.81,2.99
55,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F160.jpeg?alt=media&token=2674a4ea-3f7b-4707-b009-e59d0e611219,"Toronto, Canada",160,2017-04-04 00:00:00+00:00,13,5,43.651893,-79.381713,20170404,7.2,6.79,10.95
56,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F161.jpeg?alt=media&token=a957a588-fdd7-4ee6-91bd-4be812e001b2,"Toronto, Canada",161,2017-04-05 00:00:00+00:00,19,32,43.651893,-79.381713,20170405,5.06,5.54,1.57
57,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F163.jpeg?alt=media&token=b23a3065-4074-4f2b-96ea-67b280fbeb46,"Toronto, Canada",163,2017-04-07 00:00:00+00:00,18,4,43.651893,-79.381713,20170407,1.61,10.56,8.37
58,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F165.jpeg?alt=media&token=ee54d606-0d18-4e7e-ab5b-2406533d901a,"Toronto, Canada",165,2017-04-09 00:00:00+00:00,1,53,43.651893,-79.381713,20170409,7.4,5.22,0.05
59,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F166.jpeg?alt=media&token=4b534ba5-2a47-452e-a4d8-36f343028b44,"Toronto, Canada",166,2017-04-10 00:00:00+00:00,19,34,43.651893,-79.381713,20170410,12.61,7.1,3.23
60,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F167.jpeg?alt=media&token=f90dec14-ae79-4e8c-aad7-84d329b19e7e,"Toronto, Canada",167,2017-04-11 00:00:00+00:00,2,15,43.651893,-79.381713,20170411,11.53,4.43,2.66
61,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F171.jpeg?alt=media&token=684b08f8-7dff-4ea5-aa8b-a6ac87c6c976,,171,2017-04-15 00:00:00+00:00,18,42,18.784635,100.777315,20170415,24.86,0.99,9.11
62,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F173.jpeg?alt=media&token=82eca5dc-3aa0-4d54-b5b7-034ef99b60d8,"Toronto, Canada",173,2017-04-17 00:00:00+00:00,22,4,43.651893,-79.381713,20170417,6.58,5.99,0.71
63,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F174.jpeg?alt=media&token=f8c5da75-48e8-49ee-89c4-2810122061eb,,174,2017-04-18 00:00:00+00:00,16,39,18.784635,100.777315,20170418,26.41,1.72,0.28
64,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F175.jpeg?alt=media&token=a268fe86-e6b9-49da-8574-a9a407df4f14,,175,2017-04-19 00:00:00+00:00,4,14,18.784635,100.777315,20170419,27.39,1.63,0.0
65,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F176.jpeg?alt=media&token=83dd8ba2-0d75-4585-8e14-3f0b35bb49db,"Toronto, Canada",176,2017-04-20 00:00:00+00:00,11,15,43.651893,-79.381713,20170420,5.57,7.25,15.28
66,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F177.jpeg?alt=media&token=66492eb0-7f0c-458c-a1c9-5c74f5556f5a,"Toronto, Canada",177,2017-04-21 00:00:00+00:00,14,13,43.651893,-79.381713,20170421,6.91,5.27,5.48
67,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F180.jpeg?alt=media&token=7a9f48ad-e746-425f-bbec-c4e243b0dd66,"Toronto, Canada",180,2017-04-24 00:00:00+00:00,18,52,43.651893,-79.381713,20170424,6.85,5.96,0.7
68,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F182.jpeg?alt=media&token=c04359d8-4575-4e8a-9c59-6717165ae638,"Toronto, Canada",182,2017-04-26 00:00:00+00:00,20,50,43.651893,-79.381713,20170426,9.42,4.4,0.93
69,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F183.jpeg?alt=media&token=a2fbf051-9bd9-4b41-828e-463bde3c0d8a,"Toronto, Canada",183,2017-04-27 00:00:00+00:00,15,9,43.651893,-79.381713,20170427,13.44,4.38,3.95
70,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F184.jpeg?alt=media&token=f771ec34-7793-486f-be3f-7406db4eba8f,,184,2017-04-28 00:00:00+00:00,21,12,18.784635,100.777315,20170428,25.42,2.02,4.56
71,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F187.jpeg?alt=media&token=203d0e3c-9918-4b50-9bda-0cf73267c970,,187,2017-05-01 00:00:00+00:00,20,26,18.784635,100.777315,20170501,26.34,1.69,0.38
72,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F189.jpeg?alt=media&token=fe48503c-f7cd-4526-a1c9-465b123a1a30,"Toronto, Canada",189,2017-05-03 00:00:00+00:00,0,46,43.651893,-79.381713,20170503,7.15,4.91,2.28
