,displayUrl,location,moment,date,hour,minute,lat,lng
10,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F100.jpeg?alt=media&token=06f11b56-95e4-4f7f-82e7-e26fa613b828,"Toronto, Canada",100,2017-02-03 00:00:00+00:00,15,8,43.651893,-79.381713
11,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F101.jpeg?alt=media&token=d96e4bff-6b46-4637-8cda-33926b171e50,"Toronto, Canada",101,2017-02-04 00:00:00+00:00,11,37,43.651893,-79.381713
12,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F102.jpeg?alt=media&token=4030b315-a3b8-45e9-a58a-6cbeb3c26c44,,102,2017-02-05 00:00:00+00:00,2,29,18.784635,100.777315
13,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F104.jpeg?alt=media&token=997118e5-3594-4f89-8141-e37c28e5fd89,"Toronto, Canada",104,2017-02-07 00:00:00+00:00,12,7,43.651893,-79.381713
14,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F106.jpeg?alt=media&token=271c51a8-a3f2-426e-9c57-ab9cc130f743,"Toronto, Canada",106,2017-02-09 00:00:00+00:00,13,39,43.651893,-79.381713
15,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F107.jpeg?alt=media&token=37eea6ba-041e-4fd4-a8e3-2e78a9ea2cc0,"Toronto, Canada",107,2017-02-10 00:00:00+00:00,23,16,43.651893,-79.381713
16,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F108.jpeg?alt=media&token=5342c7b2-bf99-4f66-b2f9-1ca75790f1a4,"Toronto, Canada",108,2017-02-11 00:00:00+00:00,0,54,43.651893,-79.381713
17,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F110.jpeg?alt=media&token=2a77f397-a496-4db9-ac3f-ec8f9b60a4e1,"Toronto, Canada",110,2017-02-13 00:00:00+00:00,6,22,43.651893,-79.381713
18,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F111.jpeg?alt=media&token=8957a217-0fc0-4bc7-b0f7-2f5272ff545f,"Toronto, Canada",111,2017-02-14 00:00:00+00:00,10,23,43.651893,-79.381713
19,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F112.jpeg?alt=media&token=33c97b5c-89cb-4464-ae1f-275e27091c05,"Toronto, Canada",112,2017-02-15 00:00:00+00:00,7,3,43.651893,-79.381713
20,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F114.jpeg?alt=media&token=ed0b3b52-50cd-42e2-8ea7-42bf2eb24c62,"Toronto, Canada",114,2017-02-17 00:00:00+00:00,9,10,43.651893,-79.381713
21,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F115.jpeg?alt=media&token=8e7e69e3-5dfc-40d7-9945-b781780b93af,,115,2017-02-18 00:00:00+00:00,22,19,18.784635,100.777315
22,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F116.jpeg?alt=media&token=8f905355-1854-4326-80eb-645defcb2154,"Toronto, Canada",116,2017-02-19 00:00:00+00:00,3,27,43.651893,-79.381713
23,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F120.jpeg?alt=media&token=d1a614b1-5e92-4a2d-a35b-b37502cb213e,"Los Angeles, United States",120,2017-02-23 00:00:00+00:00,14,45,34.052238,-118.243344
24,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F121.jpeg?alt=media&token=6fb096ef-1c58-4c5e-87e6-09279b726a1e,,121,2017-02-24 00:00:00+00:00,19,51,18.784635,100.777315
25,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F122.jpeg?alt=media&token=e3f19a55-0cd2-4b9d-a55e-196b15ecc6da,"Los Angeles, United States",122,2017-02-25 00:00:00+00:00,0,40,34.052238,-118.243344
26,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F123.jpeg?alt=media&token=24855549-2c0a-4b19-b4ff-d59ddf0f5a5a,"Los Angeles, United States",123,2017-02-26 00:00:00+00:00,22,15,34.052238,-118.243344
27,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F125.jpeg?alt=media&token=3bf7008a-855f-47ee-812f-993abf91b16a,"Toronto, Canada",125,2017-02-28 00:00:00+00:00,21,56,43.651893,-79.381713
28,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F126.jpeg?alt=media&token=0d3691d5-e6e1-468b-81fa-5bbac700ae8f,"Toronto, Canada",126,2017-03-01 00:00:00+00:00,13,46,43.651893,-79.381713
29,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F127.jpeg?alt=media&token=c262862a-5c1c-44f3-98c2-fb4881e890d5,"Toronto, Canada",127,2017-03-02 00:00:00+00:00,6,40,43.651893,-79.381713
30,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F128.jpeg?alt=media&token=287d9e6d-af27-43df-9fc6-1518b915c2d1,,128,2017-03-03 00:00:00+00:00,9,33,18.784635,100.777315
31,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F130.jpeg?alt=media&token=db994c9f-4845-4d76-b122-12197b3482f9,,130,2017-03-05 00:00:00+00:00,17,12,18.784635,100.777315
32,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F131.jpeg?alt=media&token=85e2ee1f-ed2a-4c12-9d4f-7b97eb654ca5,,131,2017-03-06 00:00:00+00:00,2,32,18.784635,100.777315
33,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F132.jpeg?alt=media&token=5b4a89cf-d839-492c-8bfa-3873a250d392,"Mississauga, Canada",132,2017-03-07 00:00:00+00:00,4,54,43.586162,-79.646215
34,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F133.jpeg?alt=media&token=20e7516e-32b1-4a3e-9e8e-dac194320b3a,"Toronto, Canada",133,2017-03-08 00:00:00+00:00,1,16,43.651893,-79.381713
35,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F134.jpeg?alt=media&token=73fea2ec-d6b4-491e-9ea9-9638098411be,"Toronto, Canada",134,2017-03-09 00:00:00+00:00,1,8,43.651893,-79.381713
36,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F135.jpeg?alt=media&token=f5636c20-37df-44a6-b77c-c9a4889d3d99,"Toronto, Canada",135,2017-03-10 00:00:00+00:00,19,57,43.651893,-79.381713
37,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F136.jpeg?alt=media&token=cc203481-08e6-48b4-b91b-cbadf30f9fe5,"Toronto, Canada",136,2017-03-11 00:00:00+00:00,16,41,43.651893,-79.381713
38,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F137.jpeg?alt=media&token=e11fc584-f43b-4fe7-96fe-f47ce7135064,"Toronto, Canada",137,2017-03-12 00:00:00+00:00,20,16,43.651893,-79.381713
39,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F138.jpeg?alt=media&token=5a5419cb-a458-41da-81df-6cc333d35f01,"Toronto, Canada",138,2017-03-13 00:00:00+00:00,20,17,43.651893,-79.381713
40,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F139.jpeg?alt=media&token=f6a64c91-3593-4f8c-99dc-9b5664eec20a,"Toronto, Canada",139,2017-03-14 00:00:00+00:00,16,53,43.651893,-79.381713
41,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F141.jpeg?alt=media&token=862205ba-2059-4277-91de-f1ea7b11f74c,"Toronto, Canada",141,2017-03-16 00:00:00+00:00,11,33,43.651893,-79.381713
42,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F142.jpeg?alt=media&token=ad0ed6f8-faa1-4271-bf4d-32f2fa0707cd,"Toronto, Canada",142,2017-03-17 00:00:00+00:00,12,37,43.651893,-79.381713
43,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F144.jpeg?alt=media&token=ca30c141-a616-4b0b-8c66-4ca290728d7d,"Mifflin, United States",144,2017-03-19 00:00:00+00:00,21,33,42.870938,-90.351781
44,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F145.jpeg?alt=media&token=bd13e700-5e19-44b4-b075-a76ba07281ad,"Fort Erie, Canada",145,2017-03-20 00:00:00+00:00,2,3,42.929756,-78.918901
45,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F146.jpeg?alt=media&token=b69e0e8c-fac9-40ea-ad21-827ea11ff0fe,"Toronto, Canada",146,2017-03-21 00:00:00+00:00,10,7,43.651893,-79.381713
46,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F148.jpeg?alt=media&token=6bda48b4-352c-4f12-8d11-805046fa3782,"Toronto, Canada",148,2017-03-23 00:00:00+00:00,17,56,43.651893,-79.381713
47,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F149.jpeg?alt=media&token=2539c9cf-748c-4676-addb-6431e9a92c81,"Boston, United States",149,2017-03-24 00:00:00+00:00,21,51,42.358894,-71.056742
48,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F151.jpeg?alt=media&token=65a02f2a-bd01-499e-817f-f0d3ac811748,"Toronto, Canada",151,2017-03-26 00:00:00+00:00,12,54,43.651893,-79.381713
49,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F153.jpeg?alt=media&token=fef62e0a-effa-4262-b8bb-8744541d5d82,"Toronto, Canada",153,2017-03-28 00:00:00+00:00,0,2,43.651893,-79.381713
50,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F154.jpeg?alt=media&token=4811a3e2-f093-48c0-b5d5-3bcd9e46ab49,"Toronto, Canada",154,2017-03-29 00:00:00+00:00,13,40,43.651893,-79.381713
51,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F155.jpeg?alt=media&token=5181540f-aac5-4cdd-a679-c30243194ba8,"Toronto, Canada",155,2017-03-30 00:00:00+00:00,6,30,43.651893,-79.381713
52,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F156.jpeg?alt=media&token=89c1fd5a-f8f7-4e2a-b0ca-437eb95eac94,,156,2017-03-31 00:00:00+00:00,5,8,18.784635,100.777315
53,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F157.jpeg?alt=media&token=0b1696cd-8f93-4ba8-aa43-7916b5616669,"Toronto, Canada",157,2017-04-01 00:00:00+00:00,12,27,43.651893,-79.381713
54,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F159.jpeg?alt=media&token=7d481b9e-28fc-4d4a-b9f6-d27094367963,"Toronto, Canada",159,2017-04-03 00:00:00+00:00,14,59,43.651893,-79.381713
55,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F160.jpeg?alt=media&token=2674a4ea-3f7b-4707-b009-e59d0e611219,"Toronto, Canada",160,2017-04-04 00:00:00+00:00,13,5,43.651893,-79.381713
56,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F161.jpeg?alt=media&token=a957a588-fdd7-4ee6-91bd-4be812e001b2,"Toronto, Canada",161,2017-04-05 00:00:00+00:00,19,32,43.651893,-79.381713
57,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F163.jpeg?alt=media&token=b23a3065-4074-4f2b-96ea-67b280fbeb46,"Toronto, Canada",163,2017-04-07 00:00:00+00:00,18,4,43.651893,-79.381713
58,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F165.jpeg?alt=media&token=ee54d606-0d18-4e7e-ab5b-2406533d901a,"Toronto, Canada",165,2017-04-09 00:00:00+00:00,1,53,43.651893,-79.381713
59,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F166.jpeg?alt=media&token=4b534ba5-2a47-452e-a4d8-36f343028b44,"Toronto, Canada",166,2017-04-10 00:00:00+00:00,19,34,43.651893,-79.381713
60,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F167.jpeg?alt=media&token=f90dec14-ae79-4e8c-aad7-84d329b19e7e,"Toronto, Canada",167,2017-04-11 00:00:00+00:00,2,15,43.651893,-79.381713
61,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F171.jpeg?alt=media&token=684b08f8-7dff-4ea5-aa8b-a6ac87c6c976,,171,2017-04-15 00:00:00+00:00,18,42,18.784635,100.777315
62,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F173.jpeg?alt=media&token=82eca5dc-3aa0-4d54-b5b7-034ef99b60d8,"Toronto, Canada",173,2017-04-17 00:00:00+00:00,22,4,43.651893,-79.381713
63,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F174.jpeg?alt=media&token=f8c5da75-48e8-49ee-89c4-2810122061eb,,174,2017-04-18 00:00:00+00:00,16,39,18.784635,100.777315
64,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F175.jpeg?alt=media&token=a268fe86-e6b9-49da-8574-a9a407df4f14,,175,2017-04-19 00:00:00+00:00,4,14,18.784635,100.777315
65,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F176.jpeg?alt=media&token=83dd8ba2-0d75-4585-8e14-3f0b35bb49db,"Toronto, Canada",176,2017-04-20 00:00:00+00:00,11,15,43.651893,-79.381713
66,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F177.jpeg?alt=media&token=66492eb0-7f0c-458c-a1c9-5c74f5556f5a,"Toronto, Canada",177,2017-04-21 00:00:00+00:00,14,13,43.651893,-79.381713
67,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F180.jpeg?alt=media&token=7a9f48ad-e746-425f-bbec-c4e243b0dd66,"Toronto, Canada",180,2017-04-24 00:00:00+00:00,18,52,43.651893,-79.381713
68,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F182.jpeg?alt=media&token=c04359d8-4575-4e8a-9c59-6717165ae638,"Toronto, Canada",182,2017-04-26 00:00:00+00:00,20,50,43.651893,-79.381713
69,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F183.jpeg?alt=media&token=a2fbf051-9bd9-4b41-828e-463bde3c0d8a,"Toronto, Canada",183,2017-04-27 00:00:00+00:00,15,9,43.651893,-79.381713
70,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F184.jpeg?alt=media&token=f771ec34-7793-486f-be3f-7406db4eba8f,,184,2017-04-28 00:00:00+00:00,21,12,18.784635,100.777315
71,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F187.jpeg?alt=media&token=203d0e3c-9918-4b50-9bda-0cf73267c970,,187,2017-05-01 00:00:00+00:00,20,26,18.784635,100.777315
72,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F189.jpeg?alt=media&token=fe48503c-f7cd-4526-a1c9-465b123a1a30,"Toronto, Canada",189,2017-05-03 00:00:00+00:00,0,46,43.651893,-79.381713
73,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F191.jpeg?alt=media&token=dbce0925-2102-46e7-add0-2943b40800cc,,191,2017-05-05 00:00:00+00:00,17,9,18.784635,100.777315
74,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F192.jpeg?alt=media&token=5c352dad-50b6-4314-af94-f6c5b4ff5eb5,"Toronto, Canada",192,2017-05-06 00:00:00+00:00,0,18,43.651893,-79.381713
75,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F194.jpeg?alt=media&token=40ca0d13-c66c-4cf2-88e2-93bd6074864c,"Toronto, Canada",194,2017-05-08 00:00:00+00:00,22,46,43.651893,-79.381713
76,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F197.jpeg?alt=media&token=951be8fa-531e-4562-a30c-418bd28d52a4,"Toronto, Canada",197,2017-05-11 00:00:00+00:00,3,5,43.651893,-79.381713
77,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F198.jpeg?alt=media&token=a772fd45-5005-453e-966e-9972a8bff149,,198,2017-05-12 00:00:00+00:00,22,3,18.784635,100.777315
78,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F201.jpeg?alt=media&token=204c6295-2add-4e7d-8b98-ddae409d0e1a,"Toronto, Canada",201,2017-05-15 00:00:00+00:00,11,17,43.651893,-79.381713
79,https://firebasestorage.googleapis.com/v0/b/minutiae-production.appspot.com/o/production%2Fmoments%2FjXtvmUtPb4aRNmVJ9ZcsO0eD8dA3%2Fdisplay%2F203.jpeg?alt=media&token=7bee6f51-6057-403d-ab1f-6ded1f6a1599,"Toronto, Canada",203,2017-05-17 00:00:00+00:00,6,55,43.651893,-79.381713
